Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",Naziv,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",Geografska širina,Geografska dužina
Nesanitarne deponije,2023,GRAD POŽAREVAC,100438011,7271239,Požarevac,"Požarevac, Požarevac, 733083",733083,12000,Drinska 2,012539742,,uprava@pozarevac.rs,8411,Kostolac,Deponija Kostolac u Kostolac,2428 KO Kostolac,1985,2025.0,0.0,Kostolac,Da,Da,Da,Ne,Ne,Ne,Ne,"Braničevskom, Braničevsko - Podunavskom","Petrovac na Mlavi, Golubac, Veliko Gradište, Malo Crniće, Kučevo, Žagubica, Žabari. Sporazumi nisu nikad realizovani u praksi. Primeniće se Odluka Vlade RS o zajedničkom obezbeđivanju i sprovođenju upravljnja otpadom (''Sl. glasnik RS '', br.45/2018)",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2010.0,Da,2010.0,delimicno,Zatvaranje,Ne,Delimično,Ne,44.729943,21.193231
Nesanitarne deponije,2023,Javno komunalno preduzeće Banjsko zelenilo i čistoća Vrnjačka Banja,109466769,21187917,Vrnjačka Banja,"Vrnjačka Banja, Vrnjačka Banja, 712353",712353,36210,Žike Valjarevića 1,036/5150620,,office@banjskozelenilo.co.rs,3811,Gračac,Nesanitarna deponija u selu Gračac,"218/1,",2015,,30000.0,Vrnjačka Banja,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Raški,"Trstenik,Kraljevo,Paraćin i Raška","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Ne,,,,,,,,,43.6793,20.8603
Nesanitarne deponije,2023,GRAD POŽAREVAC,100438011,7271239,Požarevac,"Požarevac, Požarevac, 733083",733083,12000,Drinska 2,012539742,,uprava@pozarevac.rs,8411,Požarevac,Jeremijino Polje Požarevac,"18609, 18610 i 18612 KO Požarevac",1989,2019.0,42158.48,"Požarevac, Kostolac",Da,Da,Da,Ne,Ne,Ne,Da,"Braničevskom, Braničevsko - Podunavskom","Petrovac na Mlavi, Golubac, Veliko Gradište, Malo Crniće, Kučevo, Žagubica, Žabari. Sporazumi nikad nisu realizovani u praksi. Primeniće se Odluka Vlade RS o zajedničkom obezbeđivanju i sprovođenju upravljanja otpadom(''Sl.glasnik RS '',br.45/2018).",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Po kasetama,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2010.0,Da,2010.0,da,Sanacija,Da,Da,Ne,44.643901,21.179896
Nesanitarne deponije,2023,BUDŽET OPŠTINE BLACE,100984785,7203608,Blace,"Blace, Blace, 705225",705225,18420,KARAĐORĐEVA  4,0658099311,027/371138,blace@blace.org.rs,8411,Međuhana,Međuhana,3343 KO Međuhana,1977,,14907.0,Blace,Da,Da,Ne,Ne,Da,Ne,Ne,Rasinski,"Grad Kruševac, Opština Brus, Opština Aleksandrovac, Opština Ćićevac i Opština Varvarin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2006.0,Da,2007.0,delimicno,Sanacija,Delimično,Delimično,Da,43.3062479,21.3246058
Nesanitarne deponije,2023,OPŠTINSKA UPRAVA MADJANPEK,100987089,7212577,Majdanpek,"Majdanpek, Majdanpek, 726869",726869,19250,SVETOG SAVE BB bb,0648129730,,urbanizam@majdanpek.rs,8411,Majdanpek,bele vode,1258/2 i 1258/4,2004,,1800.0,"Klokočevac, Boljetin, Topolnica, Miroč, Majdanpek, Mosna, Golubinje, Leskovo, Crnajka, Debeli Lug, Jasikovo, Vlaole, Donji Milanovac, Rudna Glava",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Istočna i jugoistočna Srbija,"Zaječar,Bor,Negotin,Boljevac i Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Ne,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2009.0,Ne,,ne,,Delimično,Ne,Da,44.404548,21.946732
Nesanitarne deponije,2023,OPŠTINA REKOVAC OPŠTINSKA UPRAVA,101283903,7360738,Rekovac,"Rekovac, Rekovac, 737810",737810,35260,SVETOZARA MARKOVIĆA 2 (+381)358411004,(+381)358411150,,sorekovac@gmail.com,8411,Kavadar,Deponija komunalnog smeća,"304, 306, 309/1, 309/2, 315/1, 316, 326",1983,,1500.0,"Bogalinac, Ursule, Sibnica, Beočić, Belušić, Velika Kruševica, Loćika, Dragovo, Sekurič, Komarane, Lepojević, Lomnica, Rekovac, Kaludra, Maleševo, Cikot, Brajnovac, Kavadar, Županjevac, Kalenićki Prnjavor, Tečić, Motrić, Vukmanovac, Prevešt, Rabenovac, Oparić",Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"Grad Kragujevac, Opština Knić, Opština Topola","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2008.0,Da,2008.0,delimicno,Sanacija,Delimično,Ne,Da,43.513472,21.071201
Nesanitarne deponije,2023,OPŠTINA REKOVAC OPŠTINSKA UPRAVA,101283903,7360738,Rekovac,"Rekovac, Rekovac, 737810",737810,35260,SVETOZARA MARKOVIĆA 2 (+381)358411004,(+381)358411150,,sorekovac@gmail.com,8411,Kavadar,Deponija komunalnog smeća,"304, 306, 309/1, 309/2, 315/1, 316, 326",1983,,1500.0,"Bogalinac, Ursule, Sibnica, Beočić, Belušić, Velika Kruševica, Loćika, Dragovo, Sekurič, Komarane, Lepojević, Lomnica, Rekovac, Kaludra, Maleševo, Cikot, Brajnovac, Kavadar, Županjevac, Kalenićki Prnjavor, Tečić, Motrić, Vukmanovac, Prevešt, Rabenovac, Oparić",Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,"Grad Kragujevac, Opština Knić, Opština Topola","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2008.0,Da,2008.0,delimicno,Sanacija,Delimično,Ne,Da,43.5234,21.0821
Nesanitarne deponije,2023,Opštinska uprava opštine Odžaci,101429168,8327700,Odžaci,"Odžaci, Odžaci, 803014",803014,25250,Knez Mihajlova 24,064/8037508,025/5742-396,protokol@odzaci.rs,8411,Odžaci,Deponija smeća,"6659,6560,6561,6562,6563,6564,6565,6566,6567,6568/1,6698 K.O. Odžaci",1999,2030.0,14100.0,Odžaci,Da,Da,Ne,Ne,Da,Da,Ne,Zapadno Bačkom,"Sombor, Apatin, Kula i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,45.479018,19.261676
Nesanitarne deponije,2023,OPŠTINSKA UPRAVA MALO CRNIĆE,101336839,7345534,Malo Crniće,"Malo Crniće, Malo Crniće, 727199",727199,12311,Bajlonijeva 119,012/280-016,,uprava@opstinamalocrnice.rs,8411,Salakovac,Salakovac,"1757,1767,1768,1769,1770,1771",2006,,3700.0,"Veliko Crniće, Kula, Malo Gradište, Vrbnica, Batuša, Crljenac, Šapine, Boževac, Malo Crniće, Kravlji Do, Toponica, Kobilje, Veliko Selo, Smoljinac, Kalište, Aljudovo, Salakovac, Zabrega",Da,Da,Ne,Ne,Ne,Ne,Ne,Požarevac,"U toku je uspostavljanje medjuopštinske saradnje sa lokalnim samoupravama: Grad Požarevac, opštine: Golubac, Veliko Gradište, Petrovac na Mlavi, Kučevo, Žagubica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2021.0,Da,2021.0,delimicno,Sanacija,Delimično,Ne,Da,44.5931,21.2322
Nesanitarne deponije,2023,Opštinska uprava Stara Pazova,101241970,8358257,Stara Pazova,"Stara Pazova, Stara Pazova, 804428",804428,22300,Svetosavska 11,0648021212,,zoran.uzelac@starapazova.rs,8411,Belegiš,Rupov salaš,"3127/1, 4307/5, 4307/1, 4307/4, 4307/3",1991,,32500.0,Vojka,Ne,Da,Da,Ne,Ne,Ne,Ne,Sremski,"Inđija, Pećinci, Sremski Karlovci, Ruma, Irig,","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2017.0,Ne,,ne,,Ne,Ne,Da,45.02702,20.1848
Nesanitarne deponije,2023,Budžet opštine Kladovo,100697090,7213182,Kladovo,"Kladovo, Kladovo, 716588",716588,19320,Kralja Aleksandra 35,019801450,019801563,opstina@kladovonet.com,8411,Milutinovac,Šukeret,"274. 275, 276 KO Milutinovac",1997,2025.0,8500.0,Kladovo,Da,Da,Ne,Ne,Ne,Ne,Ne,Zaječar,"Negotin, Majdanpek, Bor, Zaječar, Knjaževac, Boljevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2029.0,Da,2023.0,delimicno,Sanacija,Delimično,Ne,Da,44.56,22.56
Nesanitarne deponije,2023,JKP KOMUNALPROJEKT,100495492,8081255,Bačka Palanka,"Bačka Palanka, Bačka Palanka, 800309",800309,21400,Trg Bratstva Jedinstva 40,021/7550-100,021/6042-241,office@komunalprojekt.rs,3600,Bačka Palanka,Gradska deponija Backa Palanka,8,1984,,84000.0,"Despotovo, Karađorđevo, Obrovac, Pivnice, Vizić, Neštin, Nova Gajdobra, Parage, Mladenovo, Čelarevo, Silbaš, Gajdobra, Tovariševo",Ne,Da,Da,Ne,Ne,Ne,Da,južnobački,"Bački petrovac, Žabalj, Temerin, Srbobran, Beočin, Vrbas, Novi sad","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2021.0,Da,2021.0,ne,,Ne,Ne,Ne,45.246702,19.499267
Nesanitarne deponije,2023,JAVNO PREDUZEĆE ZA SAKUPLJANJE I ODLAGANJE OTPADA I ODRŽAVANJE DEPONIJA INGRIN INĐIJA,106565293,20632348,Inđija,"Inđija, Inđija, 801747",801747,22320,Cara Dušana 1,022565867,022565867,ingrin@indjija.rs,3821,Inđija,Nesanitarna gradska deponija (smetlište) Inđija,"K.O. Inđija 4348, K.O. Inđija 4349, K.O. Inđija 4352, K.O. Inđija 4353/1,K.O. Inđija 4353/2",1981,2029.0,15500.0,"Maradik, Čortanovci, Stari Slankamen, Beška, Novi Karlovci, Novi Slankamen, Krčedin, Slankamenački Vinogradi, LJukovo, Inđija, Jarkovci",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Sremskom regionu,"Stara Pazova, Ruma, Pećinci, Irig, Sremski Karlovci, Šid i Inđija","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2019.0,Da,2020.0,ne,,Ne,Ne,Ne,45.0888835,20.0496178
Nesanitarne deponije,2023,OPŠTINA ĆIĆEVAC,101919671,7174977,Ćićevac,"Ćićevac, Ćićevac, 744328",744328,37210,KARAĐORĐEVA  106,0648774929,,marinafilipovic85@gmail.com,8411,Ćićevac,Zajednicka deponija za Cicevac i Varvarin,"6046/1, 5991/1, 611-631, 655-670",1986,2025.0,7000.0,"Varvarin, Ćićevac",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Rasinski okrug,"Varvarin, Trstenik, Aleksandrovac, Kruševac, Brus i opština Blace koja pripada Topličkom okrugu","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Da,Da,2019.0,Da,2019.0,ne,,Ne,Ne,Da,43.720387,21.3889681
Nesanitarne deponije,2023,Opštinska uprava opštine Aleksinac,100313169,7173075,Aleksinac,"Aleksinac, Aleksinac, 700614",700614,18220,Knjaza Miloša 169,060/2182231,018/804107,predsednik@aleksinac.org,8411,Aleksinac,Lutvina česma,"KO Aleksinac van varoš: 228/7, 242/4, 247, 248, 249, 250, 255/1, 257/1, 258, 259, 260, 261, 262, 263 i 3269; KO Kraljevo: 3590, 3591 i 3595.",1989,,11499.1,"Aleksinački Rudnik, Trnjane, Veliki Drenovac, Krušje, Deligrad, Aleksinac, Glogovica, Kraljevo, Korman, Donji Adrovac, Loćika, Vrelo, Bobovište, Čukurovac, Grejač, Žitkovac, Prekonozi, Gornji LJubeš, Draževac, Šurić, Vakup, Rsovac, Donja Peščanica, Stanci, Dašnica, Srezovac, Donje Suhotno, Katun, Donji Krupac, Moravac, Kamenica, Kulina, Vitkovac, Gornja Peščanica, Tešica, Bradarac, Jakovlje, Subotinac, Porodin, Gornje Suhotno, Loznac, Jasenje, Aleksinački Bujmir, Gornji Krupac, Gornji Adrovac, Bankovac, Česta, Vukašinovac, Mali Drenovac, Stublina, Belja, Beli Breg, Vukanja, Prćilovica, Dobrujevac, Rutevac, Lužane, Radevce, Gredetin, Ćićina, Moravski Bujmir, Nozrina, Bovan, Koprivnica, Prugovac, Crna Bara, Lipovac, Mozgovo, Vrćenovica, Donji LJubeš, LJupten",Da,Da,Da,Ne,Ne,Ne,Da,Niš,"grad Niš i opštine: Gadžin Han, Doljevac, Merošina, Ražanj, Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2011.0,delimicno,Sanacija,Delimično,Delimično,Da,43.5672622,21.6806705
Nesanitarne deponije,2023,OPŠTINSKA UPRAVA BRUS,101139819,7195133,Brus,"Brus, Brus, 707066",707066,37220,KRALJA PETRA PRVOG  120,0373150101,,irenastojkovic74@gmail.com,8411,Kobilje,SLAVA,"706, 707, 708, 709 KO Kobilje",1969,2021.0,4000.0,Brus,Da,Ne,Ne,Ne,Ne,Ne,Ne,rasinski,"grad Kruševac, opština Aleksandrovac, Blace, Varvarin i Ćićevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Ne,,,,,,,,,43.3999,21.0384
Nesanitarne deponije,2023,Grad Užice,101503055,7157983,Užice,"Užice, Užice, 741892",741892,31000,Dimitrija Tucovića 52,0648768687,,info@uzice.rs,8411,Užice,Sarića Osoje,"367/1,3647/3,3650 KO Užice",1973,2012.0,5000.0,Užice,Da,Da,Ne,Ne,Ne,Ne,Ne,Region Duboko,"Užice, Čačak, Kosjerić, Arilje, Bajina Bašta, Čajetina, Požega, Ivanjica, Arilje",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2023.0,Da,2023.0,ne,,Delimično,Delimično,Ne,43.858029,19.872087
Nesanitarne deponije,2023,JKP STANDARD ŠID,101546583,8736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@mts.rs,3811,Šid,gradska deponija,5787,1982,2028.0,10000.0,"Adaševci, Erdevik, Batrovci, Berkasovo, Bingula, Privina Glava, Kukujevci, Sot, Bikić Do, Ilinci, Jamena, Višnjićevo, Bačinci, Vašica, LJuba, Gibarac, Morović, Molovin, Šid",Da,Da,Da,Da,Ne,Ne,Ne,"Regionalna deponija ""Srem mačva"" -Sremska Mitrovica",Gradska uprava Sremska Mitrovica,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,45.136345,19.203782
Nesanitarne deponije,2023,GRAD BOR,100568330,7208529,Bor,"Bor, Bor, 706418",706418,19210,MOŠE PIJADE 3,030423255,030423310,zastita.zs@bor.rs,8411,Bor,Deponija komunalnog otpada,4400/11,1990,,23484.0,"Bor, Luka, Krivelj, Tanda, Bučje, Donja Bela Reka, Šarbanovac, Zlot, Slatina, Oštrelj, Gornjane, Brestovac",Ne,Ne,Ne,Ne,Ne,Ne,Ne,"Zaječarski region upravljanja otpadom, Timočki region","Zaječar, Majdanpek, Negotin, Kladovo, Knjaževac, Boljevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2007.0,Da,2007.0,ne,,Delimično,Ne,Da,44.06742,22.13158
Nesanitarne deponije,2023,OPŠTINA LAPOVO,101888526,7713754,Lapovo,"Lapovo (varošica), Lapovo, 702927",702927,34220,NJEGOŠEVA  18,034853159,,office@lapovo.rs,8411,Lapovo (varošica),Kojanićko jezero,"5675/1,5675/2,5677,5671/2,5671/3,5671/4,5672,5657/1,5657/2",1992,2009.0,100.0,Lapovo (varošica),Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijski,FCC Eko sa ostalim opštinama Šumadijskog okruga,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,44.1143,21.731
Nesanitarne deponije,2023,OPŠTINA KANJIŽA,100871672,8141231,Kanjiža,"Kanjiža, Kanjiža, 802018",802018,24420,TRG GLAVNI 1 1,0648062092,,marijam@kanjiza.rs,8411,Mali Pesak,Mali Pesak,"5989, 6015/1, 6015/2 ko Martonoš",1981,2020.0,0.0,"Totovo Selo, Horgoš, Male Pijace, Mali Pesak, Novo Selo, Trešnjevac, Kanjiža, Vojvoda Zimonić, Velebit, Doline, Martonoš, Adorjan, Orom",Da,Da,Ne,Ne,Ne,Ne,Ne,Subotička regija upravljanja otpadom,"Subotica, Bačka Topola, Mali Iđoš, Senta, Čoka, Novi Kneževac",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2012.0,Ne,,ne,,Ne,Ne,Da,46.089054,20.017072
Nesanitarne deponije,2023,OPŠTINA IRIG,101383958,8032165,Irig,"Irig, Irig, 801895",801895,22406,VOJVODE PUTNIKA  1,062400403,,opstinaigir@irig.rs,8411,Irig,Deponija Irig,6841; 6845; 6846,1974,,15000.0,"Irig, Velika Remeta, Krušedol Selo, Neradin, Vrdnik, Grgetek, Mala Remeta, Krušedol Prnjavor, Rivica, Šatrinci, Jazak, Dobrodol",Ne,Da,Da,Ne,Ne,Ne,Ne,Sremski,"Indjija, Sremski Karlovci, Stara Pazova, Šid, Ruma i Irig","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,45.075198,19.864311
Nesanitarne deponije,2023,JAVNO KOMUNALNO PREDUZEĆE VIDRAK VALJEVO,100069386,7096844,Valjevo,"Valjevo, Valjevo, 708402",708402,14000,Vojvode Mišića 50,014221556,014242981,vidrak@ptt.rs,3811,Gornja Grabovica,Gorić,"7198/1,7198/2,7193/1,7194,7200,7202/1,7184,7192/1,7199,7197,7198,7195,7202/32,7188/1,7202,7198/1,7198/2,7194",1990,,38000.0,"Popučke, Kozličić, Sedlari, Degurić, Klinci, Divci, Valjevo, Dračić, Ub, Divčibare, Gornja Bukovica, Osladić, Jasenica, Donja Bukovica, Gorić, Beloševac, Rađevo Selo, Petnica, Mionica (varošica), Gornja Grabovica, Brankovina, Lelić, Rajković",Da,Da,Da,Ne,Da,Ne,Da,Regiom Šumadije i Zapadne Srbije - Kolubarski okrug,"Obrenovac, Ub, Barajevo, Vladimirci, Lajkovac, Mionica, Osečina, Ljig","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Privremeno,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2005.0,Ne,,da,Sanacija,Da,Delimično,Da,44.269656,19.9249978
Nesanitarne deponije,2023,JAVNO KOMUNALNO PREDUZEĆE VARVARIN,101144012,7218281,Varvarin,"Varvarin, Varvarin, 709131",709131,37260,"JUHORSKA, TRŽNI CENTAR Lamela 5 5",037788455,037788455,jkpvarvarin@gmail.com,3600,Varvarin,Moravište,"6046/1,5998/1,603-633,648-673",1980,,5000.0,"Ćićevac, Varvarin",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Rasinskom,"Ćićevac, Kruševac, Brus, Aleksandrovac i Blace","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2019.0,Da,2019.0,ne,,Ne,Ne,Da,43.7195108,21.3889789
Nesanitarne deponije,2023,"Gradska uprava za javne prihode,zaštitu životne sredine i inspekcijski nadzor",102904062,7115008,Jagodina,"Jagodina, Jagodina, 738352",738352,35000,Kralja Petra I 6,0358150318,,zivotna.sredina@jagodina.org.rs,8411,Jagodina,Kablovska,"228/13,228/3,228/4,2344/1,2356",1970,2010.0,0.0,Jagodina,Ne,Da,Ne,Ne,Ne,Ne,Da,Region 20,"Ćuprija,Velika Plana,Smederevska Palanka i Jagodina na period do 2032.godine a tenderom za 2023.god opština Topola",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2003.0,Ne,,delimicno,Sanacija,Ne,Ne,Da,43.976582,21.276852
Nesanitarne deponije,2023,Opštinska Uprava Sjenica,102898304,7192177,Sjenica,"Sjenica, Sjenica, 739995",739995,36310,Zmaja od Bosne 1 1,0648096770,,kabinetopsitnasj@gmail.com,8411,Sjenica,Goveđak,196/1,2008,,7500.0,Sjenica,Da,Da,Da,Ne,Ne,Ne,Da,Zlatiborski,"Prijepolje,Priboj i Nova Varoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,43.287802,19.982231
Nesanitarne deponije,2023,JAVNO KOMUNALNO PREDUZECE OBRENOVAC,101935647,7041985,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Cara Lazara 3/1 3/1,011/8721-815,011/8721-144,jkpobrenovac@jkpobrenovac.org.rs,3811,Veliko Polje,Grebača,"155,156,157,158,159,60,162,138/1,140/1",1985,,70000.0,Obrenovac,Da,Da,Da,Da,Ne,Ne,Da,Beograd,"Vladimirci,Koceljeva,Osečina,Valjevo,Mionica,Lajkovac,Ub,,Barajevo,Lazarevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Da,Da,2010.0,Ne,,delimicno,Sanacija,Delimično,Delimično,Da,44.62,20.2
Nesanitarne deponije,2023,JAVNO KOMUNALNO PREDUZECE OBRENOVAC,101935647,7041985,Beograd-Obrenovac,"Obrenovac, Beograd-Obrenovac, 704741",704741,11500,Cara Lazara 3/1 3/1,011/8721-815,011/8721-144,jkpobrenovac@jkpobrenovac.org.rs,3811,Veliko Polje,Grebača,"155,156,157,158,159,60,162,138/1,140/1",1985,,70000.0,Obrenovac,Da,Da,Da,Da,Ne,Ne,Da,Beograd,"Vladimirci,Koceljeva,Osečina,Valjevo,Mionica,Lajkovac,Ub,,Barajevo,Lazarevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Da,Da,2010.0,Ne,,delimicno,Sanacija,Delimično,Delimično,Da,44.6198,20.1987
Nesanitarne deponije,2023,Gradska uprava grada Leskovac,100545518,6856535,Leskovac,"Leskovac, Leskovac, 724548",724548,16000,Trg Revolucije  45,016237170,,ekologija@gradleskovac.org,8411,Navalin,Navalin,"1028/2, 1029/2,1030/1,1030/2, 1030/3, 1032,1033/1, 1033/2, 1115, KO Navalin",1988,2000.0,15215.0,Navalin,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Jablanički okrug,"Crna Trava, Vlasotince, Bojnik, Lebane, Medveđa",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2005.0,Da,2005.0,ne,,Ne,Nije primenljivo,Da,43.021,21.5726
